清远恒大旅游城古龙峡漂流云天玻璃桥温泉度假别墅03,整套联排别墅,3个卫生间,7张床,4间卧室,最多住9人,1380.0,0
蝴蝶谷秘境-自游穿越-精品私墅,原生宅穴里的独立房间,1个独立卫生间,1张床,1间卧室,最多住2人,138.0,0
清远佛冈温泉麻将精装4房别墅6-10,整栋别墅,3个卫生间,6张床,4间卧室,最多住9人,899.0,0
恒大好自然6号别墅,整套联排别墅,2.5个卫生间,5张床,4间卧室,最多住8人,988.0,0
清远恒大世纪旅游城古龙峡漂流云天玻璃桥豪华别墅01,整套联排别墅,3个卫生间,7张床,4间卧室,最多住10人,1380.0,2
清远佛冈碧桂园温泉带麻将舒适两房公寓,整套公寓,1间卫生间,2张床,2间卧室,最多住4人,628.0,1
清远恒大世纪旅游城古龙峡豪华度假别墅近新银盏温泉,整栋别墅,4个卫生间,12张床,6间卧室,最多住15人,1380.0,0
"英德温泉小镇圣诞主题套房,全新大三房,可烧烤,可做饭",整套公寓,2个卫生间,3张床,3间卧室,最多住6人,488.0,0
【倾心.之家】近玻璃栈道.温泉.赢之城和顺盈广场,整套公寓,1间卫生间,1张床,1间卧室,最多住2人,98.0,0
英德蝴蝶谷一间野墅,原生宅穴,1间卫生间,2张床,2间卧室,最多住6人,888.0,0
古龙峡漂流(玻璃栈道)清泉湾景点:竹溪小栈两房一厅,农家房,1间卫生间,4张床,2间卧室,最多住6人,600.0,0
"天空之城,森林里的复式观景微墅,佛冈碧桂园聚会度假趴体好嗨哦",整间Loft,1间卫生间,3张床,2间卧室,最多住4人,497.0,1
佛冈碧桂园清泉城绿野仙踪度假屋,整套酒店式公寓,1间卫生间,2张床,2间卧室,最多住3人,111.0,2
"景观美丽的北欧风度假屋,碧桂园清泉城网红民宿",整套酒店式公寓,1间卫生间,2张床,2间卧室,最多住3人,362.0,0
暖窝,整套公寓,1间卫生间,1张床,1间卧室,最多住2人,168.0,1
"清远市佛冈清泉城文艺型独栋温泉别墅带KTV.麻将台,独栋220平方,花园250平方｡",整栋别墅,3个卫生间,7张床,4间卧室,最多住13人,900.0,0
清远佛冈碧桂园4房别墅独栋酒店度假带麻将烧烤【全新装修】,整栋别墅,4个卫生间,7张床,4间卧室,最多住13人,999.0,0
巴厘岛鸣泉居独栋五房别墅,整栋别墅,4个卫生间,6张床,5间卧室,最多住12人,3080.0,0
清远碧桂园温泉度假欧式三房,整套公寓,1间卫生间,3张床,3间卧室,最多住5人,399.0,0
清远佛冈碧桂园7房露天大温泉池独立KTV别墅19街8号,整栋别墅,1间卫生间,13张床,7间卧室,16位及更多房客,1999.0,0
碧桂园清泉城6房欧式温泉池KTV别墅19街6号,整栋别墅,3个卫生间,11张床,6间卧室,最多住13人,1750.0,0
奇洞温泉汤山别院别墅整栋含八人溶洞温泉,度假村里的独立房间,3个卫生间,4张床,4间卧室,最多住8人,2688.0,0
恒大生态城(古龙峡､云天玻霸玻璃桥､清泉湾､英西峰林､太和古洞)温馨湖山景观4房1厅3卫套房,整套酒店式公寓,3个卫生间,6张床,4间卧室,最多住13人,568.0,1
恒大生态城(古龙峡､云天玻霸玻璃桥､清泉湾､英西峰林､太和古洞旁)温馨3房1厅2卫套房,整套酒店式公寓,2个卫生间,4张床,3间卧室,最多住8人,498.0,0
巴厘云泉谷9房14床,整栋别墅,7个卫生间,14张床,9间卧室,16位及更多房客,7880.0,0
连江口温泉入户房,整套房子,1.5个卫生间,4张床,2间卧室,最多住4人,380.0,1
山居小院,农家房,1间卫生间,2张床,2间卧室,最多住4人,266.0,3
山居小院3,农家房,1间卫生间,3张床,2间卧室,最多住6人,280.0,0
清远碧桂园   忙里偷闲的好去处,整栋别墅,3个卫生间,7张床,4间卧室,最多住10人,618.0,0
清远碧桂园/公寓/亲近大自然的地方,整套公寓,1间卫生间,3张床,3间卧室,最多住6人,368.0,0
趣墅清泉城·庐海墅6房10床KTV烧烤泳池温泉别墅适合团建聚会 轰趴度假,整栋别墅,5个卫生间,10张床,6间卧室,最多住15人,1680.0,0
趣墅清泉城·逸林墅6房11床KTV烧烤温泉别墅<近森波拉温泉､英伦小镇> 适合团建聚会 轰趴度假,整栋别墅,5个卫生间,11张床,6间卧室,最多住15人,1680.0,0
竹林农家乐 单间独栋 特色民宿,农家乐里的独立房间,1个独立卫生间,2张床,1间卧室,最多住4人,188.0,0
清远森波拉温泉公寓,整套公寓,1间卫生间,4张床,2间卧室,最多住4人,298.0,0
英德连江口镇云海碱泉养生公馆·私家温泉·北江温泉.江景如画.全江景1幢1004房,整套公寓,2个卫生间,3张床,3间卧室,最多住6人,300.0,4
英德连江口镇云海碱泉养生公馆·私家温泉·北江温泉.南北通透.半江景2幢1602房,整套公寓,2个卫生间,3张床,3间卧室,最多住6人,250.0,4
森波拉碧桂园一楼花园三房洋房,整套公寓,1间卫生间,4张床,3间卧室,最多住3人,580.0,0
步行街单间公寓,整套公寓,1间卫生间,1张床,单间公寓,最多住2人,70.0,0
恒大好自然优雅居,整套房子,1间卫生间,2张床,2间卧室,最多住4人,398.0,0
【宝晶宫/温泉】英德/市中心/城市广场/复式公寓/100㎡,整间Loft,1间卫生间,3张床,2间卧室,最多住6人,138.0,2
红尘碾-花园民宿,整栋别墅,3个卫生间,8张床,4间卧室,最多住8人,3880.0,0
宝晶宫附近英德市区现代风装修三房两厅两卫,整套公寓,2个卫生间,3张床,3间卧室,最多住6人,438.0,1
清远/英德/英西峰林走廊/峰林里艺术空间,度假村里的独立房间,1个独立卫生间,2张床,1间卧室,最多住4人,150.0,1
英德市新天地120平三房两卫,整套公寓,2个卫生间,3张床,3间卧室,最多住6人,438.0,0
望埠宝墩湖温泉度假酒店旁三房两卫简约风装修,普通民宅里的独立房间,1个独立卫生间,3张床,3间卧室,最多住6人,438.0,0
清泉城碧桂园巴厘岛豪华9房14床温泉别墅,城堡,1间卫生间,14张床,9间卧室,16位及更多房客,7880.0,0
浛洸欢乐民宿,公寓里的独立房间,2个独立卫生间,3张床,3间卧室,最多住6人,468.0,0
近天门沟 湖蝶谷,公寓里的独立房间,2个卫生间,3张床,3间卧室,最多住6人,469.0,0
佛冈清泉城巴厘岛豪华别墅7房 带温泉､泳池,度假村里的独立房间,3.5个共用卫生间,11张床,7间卧室,最多住14人,7800.0,0
英德明珠步行街附近精装田园小清新风格两房,整套公寓,1间卫生间,2张床,2间卧室,最多住4人,338.0,0
英德滨江公园旁维港半岛两房一卫,整套公寓,1间卫生间,2张床,2间卧室,最多住4人,388.0,0
#清远#森波拉奇妙世界 羊角山风景区佛冈碧桂园清泉城#清泉小筑# #温泉#许您美好假期｡,整套房子,3个卫生间,6张床,2间卧室,最多住10人,1080.0,8
美好源自天然!清泉小筑让您自由亲近羊角山风景区森波拉奇妙世界的美景!,自然旅社里的独立房间,1个独立卫生间,2张床,1间卧室,最多住5人,560.0,2
